ID,comp1,Loading,mz,RT,Corr_ID,Compound_Name
3537,3.4184796334855925,-0.03998837235991289,330.1198468591722,2.6803606,509,NA
6054,3.4169125160564113,0.03997004067974842,394.22592986722947,4.3330784,256,NA
1859,3.3933373267948688,0.039694265028663224,307.16529608741274,1.6434671,31,NA
6871,3.3666402641772364,0.03938197061847794,391.21507997859686,4.928891,169,NA
1539,3.3347201331784895,0.039008578285918215,282.1540116446614,1.3722527,84,NA
4228,3.3331011807246997,-0.03898964025483534,235.1078429543992,3.1163783,NA,NA
4120,3.3156597855996055,0.038785615928960536,179.10684404879277,3.048755,360,NA
2828,3.3138480789371654,0.03876442311566572,161.1074934,2.2858732,NA,tryptamine CollisionEnergy:205060
1245,3.3101576975717197,-0.038721254116574434,260.10630017005843,1.138259,NA,NA
1272,3.306913933054786,0.038683309510416646,229.1548249722788,1.1683152,175,Spectral Match to Pro-Leu from NIST14
5087,3.304302782709383,-0.03865276503933749,593.3331732424481,3.665219,256,NA
2166,3.282607406397102,0.038398978888919695,183.1014645656097,1.9352239,NA,NA
3207,3.2576014117352297,-0.038106466095813085,449.23232851046976,2.4597945,NA,NA
715,3.2558920129315383,0.03808647004985043,254.16094002427636,0.7463706,388,NA
2836,3.244766325136136,-0.03795632501637861,355.1139667186248,2.2934601,239,NA
7201,3.223109189266464,0.037702986191445305,517.3500878063804,5.152151,NA,NA
1069,3.198062200329639,0.03740999385933095,200.03541912221053,1.0362188,NA,NA
5845,3.196283621117643,0.037389188561237546,410.2210550972728,4.206835,256,NA
1426,3.1873432220990523,0.03728460639508988,210.07993138284257,1.2792245,329,Candidate Taurine-C5:0 (delta mass:84.0581)
542,3.1775403332758447,0.03716993507611363,242.15830820113248,0.720459,388,NA
5108,3.163159005007456,-0.037001706515032484,595.3447613580156,3.6787577,256,Stercobilin
427,3.1553282350896787,-0.03691010446473225,154.09760075820125,0.5402844,458,Candidate Histamine-C2:0 (delta mass:42.0104)
6508,3.1255687733715827,0.0365619870078497,344.2795820509324,4.7054067,1,LAUROYLCARNITINE
5165,3.1183446494910303,0.036477481325007555,494.2261429267639,3.7285419,NA,NA
3522,3.1132644353341195,0.03641805446945905,291.1456872502567,2.6758,NA,NA
6055,3.108195466277501,0.036358759155796394,399.1811502765872,4.3392954,256,NA
954,3.0979858674719085,0.036239330262704796,181.09734596964637,0.8890234,175,NA
325,3.0860494230317395,-0.03609970123573873,130.0864828856891,0.43301252,378,L-PIPECOLIC ACID - 50.0 eV
528,3.0748481233173526,0.03596867171621014,235.1188847117228,0.59426516,388,Spectral Match to His-Pro from NIST14
3997,3.04465417611518,0.035615471775538005,885.5056428035844,2.967194,124,NA
6809,3.038555468123149,0.03554413087775677,370.2952900901382,4.915829,80,NA
4175,3.016442107761253,-0.03528545527249105,146.0602308,3.044826,NA,2-Hydroxyquinoline CollisionEnergy:205060
5257,3.0161773529576466,0.03528235824843188,400.26926298636545,3.9350917,256,NA
6572,3.0153959213813617,-0.03527321729098981,279.23194719764064,4.6980996,NA,Spectral Match to 9(10)-EpOME from NIST14
436,3.0148771677205106,-0.035267149062778065,146.11770003174215,0.51952124,18,NA
380,3.0133280726587106,0.03524902820298257,294.1547850776303,0.6462758,205,Massbank:PR310824 N-Fructosyl isoleucine
7591,3.0129257352988232,0.03524432177852303,495.30836961437194,5.558492,176,NA
5409,2.986738832556197,0.034937995068962606,401.3376585853479,3.8954,477,NA
6864,2.9776085660348897,0.03483119188844255,408.24183213458906,4.9078026,169,NA
1718,2.967675556395437,0.03471499845431288,235.1096071343631,1.600515,NA,NA
3914,2.951043907974872,0.034520446307947573,634.3340164765242,2.911372,100,NA
4184,2.941266688969792,0.03440607526697668,502.2901532677061,3.0387409,100,NA
6365,2.9380199137710927,-0.03436809544274642,279.23193565736545,4.610948,504,Spectral Match to 9(10)-EpOME from NIST14
111,2.9326197811157693,0.034304926274412416,251.16025142072783,0.3850998,498,NA
737,2.928992315067161,0.03426249324024898,256.17679375770024,0.7651964,388,NA
6041,2.9131715843667614,0.034077426971590705,414.32112421688873,4.3495197,256,NA
3792,2.89574413623135,-0.03387356579351157,258.2064477774344,2.8407028,372,NA
2531,2.891741593405293,0.03382674522118841,265.1548505397161,2.2879076,214,Spectral Match to Phe-Val from NIST14
1804,2.884311184320529,0.03373982647451591,192.10212934207811,1.6441698,NA,NA
6539,2.88197121725905,0.03371245422597367,368.2796284,4.690112,1,NA
288,2.8767410667136994,-0.03365127345851869,217.06839015541777,0.4700096,323,NA
3960,2.870430887460726,0.03357745883193617,262.1651785571896,2.9963892,NA,NA
1328,2.8595675208760376,0.03345038235506747,160.07586440872836,1.1661761,54,NA
3795,2.849806731271934,0.033336203500411644,985.5546125927724,2.8474607,76,NA
6255,2.8461904659166057,0.033293901488673845,342.26393382789115,4.5002184,383,NA
7239,2.8402025297015174,-0.03322385636665795,615.3642781176964,5.2187133,2,NA
3973,2.8344125963742717,0.03315612742436412,454.2340448659763,2.958629,42,NA
653,2.832066669126336,0.0331286854553084,210.07600844954325,0.66235733,NA,NA
7730,2.82494115098752,-0.033045333233519165,481.32880078414615,5.661551,195,NA
309,2.8238540032464803,-0.03303261609802621,190.1439043545946,0.4804633,NA,NA
1239,2.8190934196408963,0.032976928186942624,182.07926960794651,1.138546,175,NA
1391,2.8160203564284445,0.032940980394590334,196.14477970929417,1.2675643,329,NA
1061,2.810656370042181,0.03287823405471272,238.10757087249297,1.0028598,NA,NA
320,2.8097609084143502,-0.03286775920716442,154.0975998695977,0.5036492,458,Candidate Histamine-C2:0 (delta mass:42.0104)
3943,2.807970669068846,0.032846817512248314,738.3688685,2.9440515,124,NA
1054,2.8067940773215097,-0.03283305408699715,362.1579202510465,0.9878597,502,NA
891,2.806098951673266,0.03282492271099403,328.13910395100856,0.8988487,175,Massbank:PR310826 N-Fructosyl phenylalanine
3992,2.7988912255092275,0.0327406088438314,335.1716244,2.9709077,42,NA
858,2.797708843239833,0.032726777682751146,253.15473234352564,0.87526345,NA,NA
2495,2.7918804629043246,-0.032658598998628385,343.18741301813986,2.1380763,NA,NA
3929,2.7903559264884756,0.032640765418671946,444.2760937553675,2.9195368,100,NA
7943,2.78406023095464,0.032567120218388874,502.3588527445124,5.8832936,79,NA
3467,2.7825150960792637,-0.03254904568369292,239.13909357116833,2.6523764,509,NA
208,2.7759603732010336,0.03247237045748909,319.16229725000125,0.44804606,264,NA
1199,2.7735736325240747,0.03244445106490828,227.10262900022013,1.1153564,175,Spectral Match to PyroGlu-Pro from NIST14
5589,2.7691499805708024,-0.032392704481495775,229.14351879070372,4.053288,445,Traumatic Acid - 40.0 eV
993,2.765611696093676,0.03235131466720504,395.2030129689819,1.0083699,71,NA
5879,2.7629879250540537,0.03232062256294564,392.21010187185186,4.2440534,256,NA
5769,2.7611920714732934,0.032299615194351754,359.3267965420997,4.160777,256,NA
4717,2.754498801357772,0.03222131928319196,416.2263851089625,3.4183352,83,NA
6211,2.7475513639992277,-0.032140050198152144,313.23731270492084,4.507488,495,NA
6311,2.7445114864080864,-0.032104490601467,277.2163946860395,4.504528,495,NA
3459,2.7384679055544083,0.032033794564785424,441.2239306826531,2.6614614,75,NA
4129,2.737295707300063,0.032020082533326985,243.12294017808264,3.048581,360,NA
1587,2.736997384188126,0.032016592837040114,223.14421960422283,1.2921064,NA,NA
6179,2.730981048525426,0.03194621550661356,430.3165457171719,4.4599686,409,"""Candidate Dihydroxylated bile acid (delta mass 37.0162; sirius atomic difference: -1C, 3H, 1N, 2O; buddy atomic difference: -1C, 3H, 1N, 2O)"""
521,2.7221756911268,0.031843213017738306,215.13912491350473,0.68015105,205,Spectral Match to Pro-Val from NIST14
3656,2.717801039970324,0.03179203963127834,620.3184153,2.7538555,292,NA
1009,2.716081289336775,-0.031771922492645446,373.1600662595526,0.9692508,280,NA
5396,2.7114771058858373,0.03171806410471007,432.24172564222897,3.9472988,NA,NA
7328,2.6999158303982678,0.03158282369414163,398.3267787685376,5.279836,298,NA
151,2.699526731778725,0.03157827213258467,246.18127776304277,0.4300496,NA,NA
3144,2.696617968420316,0.031544246271747726,309.1808217370769,2.3983707,NA,NA
1224,2.694708303822871,-0.031521907575253194,419.1772087218217,1.1329532,175,NA
7950,2.694665778309398,0.031521410124266236,501.3553858052845,5.8893476,79,NA
5664,2.6935665053522957,0.03150855115155123,402.2842917132367,4.027996,256,NA
1204,2.693118971361202,0.03150331603015274,146.11775588967535,1.1254779,NA,NA
4114,2.6903873881123173,0.0314713627702829,373.2569084,3.0353928,360,NA
6511,2.6881983360298496,0.0314457558809127,319.19038544436876,4.708046,62,NA
1159,2.6858134939895737,0.03141785869802708,328.13907952499505,0.96485656,175,NA
2032,2.674384368058641,0.031284164134222275,304.1765642076649,1.8129731,82,NA
6060,2.6731946877821993,0.03127024760319556,359.1883642987723,4.357466,256,NA
3989,2.670714365755084,0.03124123352342125,874.4421882364866,2.9695606,NA,NA
4720,2.669246842508727,0.0312240668668037,484.2797012654248,3.4266756,233,NA
572,2.6651018069451307,0.031175579456219606,166.07244847574063,0.6182458,388,NA
2650,2.660926245158735,-0.031126734958832336,298.1162079957383,2.2049382,NA,NA
6673,2.6544454374736945,-0.03105092437088446,295.2267094263679,4.8215632,147,NA
643,2.6509424512910615,0.031009947465692276,357.24949537192197,0.6061091,388,Spectral Match to Ile-Pro-Lys from NIST14
3128,2.6499390785852075,-0.030998210305995772,371.1931946811633,2.4562454,NA,NA
7136,2.638454450645147,-0.030863866495962906,598.3376364797462,5.1545925,2,NA
3967,2.6381887883331823,0.03086075885613707,305.1611394841988,2.952042,42,NA
119,2.637826483997778,0.03085652072625914,274.13975546209025,0.40435877,513,NA
6980,2.6344631929758098,0.03081717793409394,511.3033990498644,4.8914733,426,NA
296,2.6314822343410342,0.0307823075540837,101.06025808714942,0.45704514,290,Spectral Match to 5-Aminovaleric acid from NIST14
1838,2.628343356698121,0.030745589883822477,260.1394386,1.63202,NA,NA
3913,2.6279075538233077,0.030740491989582345,565.1554573492067,2.9103873,42,Corymboside
7009,2.627021523739798,0.030730127469473928,396.3110565041005,5.0384793,NA,"""Candidate Dihydroxylated bile acid (delta mass 3.0112; sirius atomic difference: -1C, 1H, 1N; buddy atomic difference: -1C, 1H, 1N)"""
1785,2.6269365374946996,-0.03072913332529908,315.1821920127554,1.5849146,31,NA
1903,2.622860729282144,-0.0306814557159681,286.1396525945138,1.7670523,82,NA
3732,2.6216641334280886,0.030667458288542292,461.2287882409309,2.8530185,NA,NA
4301,2.610378032183541,-0.030535436785580034,443.2295133729442,3.169868,140,NA
4365,2.6096980949541413,0.03052748307924688,556.3277772371594,3.2086575,NA,NA
1310,2.608453381939637,0.03051292279138743,395.20325878494674,1.1979848,175,NA
6872,2.600591039642653,-0.030420951416653123,435.17880459795606,4.9482083,169,NA
3815,2.5998312787658273,0.03041206395669888,347.1676631547612,2.8599665,242,NA
6384,2.5758649687384474,0.030131713089582325,456.33232434255194,4.622091,194,NA
4194,2.5734915681746076,0.03010394974573309,366.2027754644498,3.0954325,NA,NA
3692,2.57029294223363,-0.030066533157400967,273.1233707053939,2.76036,509,NA
3356,2.5522835192244413,0.029855864207899485,486.2929020523584,2.583382,NA,NA
2543,2.5515435449727626,-0.029847208206084226,767.3943246741834,2.1608148,NA,NA
8263,2.5482251936847904,-0.029808391105749732,483.3445323639802,6.133875,266,NA
637,2.5479254600444485,0.029804884909515193,494.21049926913287,0.6870482,NA,NA
5237,2.543040074691293,0.029747737104183835,406.14986482543554,3.7874072,431,NA
6279,2.5422287390446874,0.029738246337695853,457.33487516005584,4.603256,194,NA
6993,2.5401278009985315,0.029713670180484958,511.30335818294543,4.985575,12,NA
322,2.5391118196841234,0.029701785528982776,357.2495729487826,0.43711296,328,NA
1494,2.5326070384933366,-0.029625694505994376,387.1895343890284,1.3287054,184,NA
8075,2.528502394788918,-0.029577679587534936,427.2824936492872,5.9751377,379,NA
892,2.528404569027067,0.029576535250458013,371.1449698962704,0.9000308,NA,NA
7291,2.5272871847766294,0.02956346441714431,503.3706202175536,5.2048883,NA,NA
2675,2.5240331869305357,0.02952540010450271,211.1163519541689,2.2994187,214,NA
4200,2.5233028447988346,0.02951685677640254,468.25017801954976,3.127709,42,NA
445,2.522503663806374,-0.029507508191494666,176.12831949957317,0.55640364,253,NA
3708,2.521431700979743,0.029494968684677828,539.3234719315667,2.773274,76,NA
8128,2.5179809995733713,0.02945460339146701,501.35539087879886,5.976123,NA,NA
707,2.517615351636275,0.029450326149116926,174.1489863409175,0.7332885,205,NA
4272,2.516846303547323,-0.0294413300500785,473.2400296038791,3.1441991,140,NA
5559,2.5082761370050486,0.029341078754876394,853.4019702505907,4.0831933,43,NA
2892,2.5066468371810346,-0.02932201968329077,511.29130196784433,2.4085321,NA,NA
3539,2.5045014593543864,0.02929692368255864,370.1125642392327,2.6798446,NA,NA
7847,2.5007182313533405,0.0292526685907493,495.30810099120214,5.7517376,NA,NA
4156,2.500520449654775,-0.029250354998434536,535.1451959,3.0587265,NA,NA
1411,2.495785266754852,0.029194964217357584,247.12899038089344,1.2422824,184,NA
2851,2.4951932938025263,-0.02918803949134409,387.1752547718003,2.2799892,239,NA
7066,2.494241633082721,-0.029176907243297003,515.3346930533261,5.0632973,484,NA
3707,2.492826375181312,0.029160351971359008,441.2239991763762,2.7259207,NA,NA
7117,2.4897241081095736,0.02912406256082416,372.3108661189306,5.1305585,416,Massbank:RP025402 Tetradecanoyl-L-Carnitine|L-Myristoylcarnitine|(3R)-3-tetradecanoyloxy-4-(trimethylazaniumyl)butanoate
584,2.478792237081455,0.02899618473906361,276.14405825489854,0.659819,205,Massbank:PR310825 N-Fructosyl isoleucine
3752,2.477664927957087,-0.02898299780748491,354.1448205,2.8129525,372,NA
3983,2.470948338138641,0.028904429109278283,271.15247840244496,2.9745164,NA,NA
7089,2.468149179671239,-0.028871685374317155,391.2841566481314,5.1123614,2,"""Candidate Trihydroxylated bile acid (delta mass -18.0106; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00003135123, Spectral Match to 12-Ketodeoxycholic acid from NIST14)"""
2895,2.458905657125695,0.028763557358035374,423.26079744209903,2.3125706,NA,NA
1295,2.4558947499789734,0.028728336649114124,247.12897180964276,1.197292,175,Spectral Match to Asp-Leu from NIST14
785,2.453835696423639,0.028704250444395164,339.1544498178621,0.74140024,NA,NA
2938,2.453189779395957,0.028696694696406046,389.6955700183803,2.3199694,NA,NA
4500,2.45147503888984,0.028676636164774744,279.17064887738655,3.2989728,NA,Spectral Match to Phe-Leu from NIST14
250,2.4464797545194163,0.02861820279296481,114.0666177438089,0.4403851,290,NA
1382,2.442478372010301,0.028571395793688996,208.1334277789188,1.2611333,NA,NA
7425,2.441542568806317,-0.02856044904221212,807.5750505677105,5.387258,422,"""(4R)-4-((5S,7R,9S,10S,12S,13R,14S,17R)-7,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""
4994,2.439250905412626,0.0285336418358117,534.3292398005701,3.658933,256,NA
2591,2.434341500959443,0.028476213062091284,425.1928288521181,2.1875608,36,NA
6718,2.4343394322207077,-0.02847618886259217,281.24756578300696,4.8582525,191,MoNA:790553 Linoleic acid
4946,2.4326096629553686,0.028455954528942333,516.2996015038135,3.6760452,256,NA
1194,2.42025062667198,0.028311382146509884,142.08649532486822,1.1363065,175,NA
4841,2.4166784561196772,0.02826959594284807,1043.5902354118791,3.5039306,NA,NA
3724,2.413421065483824,0.028231491942346722,246.1701256030213,2.8176982,9,NA
2606,2.4126476991713415,0.02822244532999565,225.1234503,2.143716,127,NA
3963,2.4124960278498646,0.028220671123351235,738.7020422566147,2.9468417,124,NA
1822,2.412191772800138,0.028217112036995513,207.11295558396233,1.5443285,NA,NA
1241,2.408775253261308,0.028177146593248124,488.3084095702708,1.1468866,NA,NA
3900,2.4047589906835127,0.02813016553129214,671.4100496128991,2.9074914,NA,NA
6396,2.4031367235218757,0.02811118872572883,411.29368996734206,4.6346545,355,NA
3948,2.3998659173445516,0.028072927794157158,267.1210602836933,2.8897922,NA,NA
4250,2.399198902065363,0.028065125245008506,625.3075033787411,3.1322892,42,NA
8367,2.3988759961675736,-0.028061347986501086,645.5007376703222,6.1762977,40,NA
6589,2.398235342263675,0.02805385380499069,378.2309586377615,4.7563415000000004,NA,NA
8430,2.397387725706272,-0.02804393863504677,297.2419235369241,6.2177143,141,Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14
2741,2.3957433603794853,-0.028024703331627328,496.1549389067804,2.2481465,NA,NA
4531,2.38689727690826,0.02792122444109682,197.11750374444267,3.320708,NA,Loliolide
7036,2.3853657154192125,0.027903308683894047,470.34789977267104,5.0671177,NA,NA
786,2.3837782440787247,0.027884738909643443,306.14565847704364,0.79752314,205,NA
5334,2.381055888380613,0.02785289359095678,651.2920228,3.8867662,NA,NA
5051,2.379801885452357,0.027838224632410317,480.27831807432335,3.6828034,256,"""Candidate Trihydroxylated bile acid (delta mass 70.9856; buddy atomic difference: 3C, -3H, 5N, -4O, 1S; spectral library match to CCMSLIB00005465562, """"2-((4R)-4-((3R,5S,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-7-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"""")"""
606,2.379765956613539,-0.027837804347389153,375.2130240011066,0.664841,NA,NA
3457,2.3780041641859198,0.02781719541617704,598.2878212867645,2.6369054,331,NA
7426,2.3772243283165606,-0.02780807312484668,410.3263467788125,5.363836,422,"""Candidate Dihydroxylated bile acid (delta mass 17.0266; sirius atomic difference: 3H, 1N; buddy atomic difference: 3H, 1N)"""
4776,2.3766971806680073,0.02780190670622815,651.3605964636423,3.3524652,391,NA
7506,2.3764342414780564,-0.027798830920685132,408.3107688113397,5.4400005,47,"""Candidate Trihydroxylated bile acid (delta mass -0.9841; sirius atomic difference: 1H, 1N, -1O; buddy atomic difference: 1H, 1N, -1O)"""
1579,2.3740426309273523,0.027770854561749235,300.09845955693146,1.4458704,NA,NA
1998,2.369504426895347,0.027717767981709544,251.08916703813628,1.8193506,NA,NA
5264,2.3657299933426654,0.02767361576477839,888.4831911244893,3.814571,NA,NA
6535,2.3652729580338727,-0.027668269499751503,400.30613078658206,4.7005672,NA,NA
3995,2.3646731035808766,0.02766125257825424,564.3601289689974,2.970933,NA,NA
4628,2.362454589669844,-0.027635301053052508,457.3391949005617,3.365859,NA,NA
6852,2.360647412283332,0.02761416122189939,414.3216111390994,4.9544406,313,NA
7093,2.359901649935989,0.027605437512638276,511.30332195014034,5.030803,12,NA
1365,2.352983582771202,0.02752451199151288,122.09681250570536,1.2539862,180,"MassbankEU:SM809801 2,6-Xylidine|2,6-dimethylaniline"
8354,2.3514640179239374,-0.027506736567507944,427.3208108321912,6.230998,40,NA
5111,2.3485118000741094,-0.027472202388772425,591.3179639185136,3.6793754,230,Spectral Match to Urobilin from NIST14
7427,2.343027746723719,-0.027408051540755398,357.27857452618775,5.3582907,422,"""Candidate Dihydroxylated bile acid (delta mass -36.0213; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O; spectral library match to CCMSLIB00005463909, DEOXYCHOLATE)"""
3739,2.340994883068728,0.027384271697811057,308.1842055453741,2.7442956,NA,NA
3834,2.340952053997062,0.027383770695889376,385.21996931029423,2.8628001,NA,NA
6682,2.3392725440103876,-0.027364124280543953,595.3485322464786,4.8287535,110,NA
1246,2.3372877459656425,0.027340906695014103,366.2146074230385,1.123878,NA,NA
1819,2.334202401859484,0.02730481524436833,234.12386959544787,1.6091596,NA,NA
3517,2.3314995439281168,-0.02727319800483976,555.3185798472247,2.6655965,NA,NA
5164,2.3307656644745145,0.027264613298185237,381.18111729509275,3.7197456,44,(Z)-3-(4-hydroxyphenyl)-N-[4-[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]amino]butyl]prop-2-enamide
7428,2.3297632786449816,-0.02725288768267856,785.5925651547203,5.359723,422,"""Candidate Dihydroxylated bile acid (delta mass 392.2915; sirius atomic difference: 24C, 40H, 4O; buddy atomic difference: 24C, 40H, 4O; spectral library match to CCMSLIB00003134943, Spectral Match to Deoxycholic acid from NIST14)"""
7227,2.326695050905283,-0.02721699645426864,297.2425482,5.1679134,NA,Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14
6304,2.325066461013473,0.027197945687261763,386.29015287658046,4.5587034,NA,NA
562,2.3236570176316262,0.02718145843186863,220.11807264974829,0.68567765,NA,NA
5953,2.3221587472961835,0.027163932104818843,382.2590473,4.2852283,256,NA
3979,2.321661847062273,0.027158119511587423,333.1329250381348,2.9581127,NA,NA
2978,2.320649246590308,0.027146274408188793,585.3143697689068,2.3464422,214,NA
327,2.3162107551707938,0.027094354237051532,137.07106949808963,0.46024886,290,1-METHYLNICOTINAMIDE - 30.00 eV
2575,2.31442821760599,0.027073502635307684,272.2335204486012,2.1715539,NA,NA
8423,2.3133739725563904,-0.02706117038585122,465.33399948717863,6.3091655,NA,NA
1366,2.3097984457767007,0.027019344922025568,105.0704372514059,1.254857,180,NA
6008,2.3085868641257727,-0.027005172195142202,297.2426038888408,4.221363,35,Spectral Match to 9(10)-EpOME from NIST14
664,2.295384879347312,0.02685073924839017,194.08141606470335,0.6725536,205,NA
3627,2.2903721253007077,0.026792101521430862,287.13840668915117,2.7205024,370,NA
4287,2.2854726278865773,0.02673478863734827,498.2603902372295,3.1553278,42,NA
6787,2.282103968551117,-0.026695383048225968,515.3346107500543,4.9644933,NA,NA
6180,2.277749950405634,0.026644451020678434,531.3299329759582,4.5346313,NA,NA
1743,2.27623149663338,0.026626688593703166,231.17046891578136,1.5396878,184,Spectral Match to Leu-Val from NIST14
6775,2.274648317594378,0.02660816902953672,513.3194323505029,4.9029913,426,NA
6708,2.270822897049863,-0.026563420381725895,339.25067615910564,4.8671107,191,NA
1792,2.268011504490688,0.026530533535946577,384.1150705067118,1.5835354,184,Succinoadenosine
7538,2.266928934975288,-0.026517869955194697,599.3693283566208,5.486778,47,NA
1093,2.2662431334601734,0.026509847650166823,247.12895424628576,1.1577369,175,NA
4440,2.266037265438372,0.026507439466413978,709.3822484845728,3.262317,NA,NA
1240,2.265505201293072,-0.026501215536058158,458.23645723664185,1.1344627,175,NA
7272,2.2647714240007275,-0.026492632024456068,406.29524594940335,5.232968,2,"""Candidate Trihydroxylated bile acid (delta mass -2.996; sirius atomic difference: -1H, 1N, -1O; buddy atomic difference: -1H, 1N, -1O)"""
5293,2.261324477855552,0.026452310659189574,620.3336912,3.839492,262,NA
4605,2.2589718753686374,0.026424790605145642,387.1588969304104,3.3637402,307,NA
7440,2.2582959546545784,0.026416883882831196,503.3706167066335,5.412331,NA,NA
2980,2.254308143003426,-0.02637023563147248,390.18668024218226,2.3010201,387,NA
4374,2.252723957545668,0.026351704294514538,431.2181459141235,3.2117996,374,NA
7465,2.250866774593093,0.02632997951291263,424.34190010204367,5.3962455,NA,NA
2468,2.250285414475108,0.026323178932723273,298.0970608386662,2.118015,82,5'-METHYLTHIOADENOSINE
871,2.2501111906165767,-0.02632114091311342,357.21393524112284,0.88751996,NA,NA
4315,2.2472044449736357,0.026287138654920366,401.20751406733655,3.1894908,396,NA
4099,2.2460879854636993,0.026274078638949882,208.04299073797944,3.0348942,NA,NA
6625,2.24558077397472,0.02626814542768021,519.3649911,4.7447896,NA,NA
359,2.2448587712273134,0.02625969965125218,303.15484844950726,0.5222507,388,NA
4660,2.2445126672683333,0.026255651028627272,385.2124984983902,3.3927338,NA,NA
3970,2.2434824527394954,0.02624359988115627,472.28132625822246,2.9570882,100,NA
6948,2.2354240947680215,-0.026149335572538988,335.2192697089954,5.014332,212,NA
1376,2.235403190039195,0.02614909103515102,230.0483979872303,1.2430167,NA,NA
618,2.2340070996326644,-0.02613275997894767,160.09696260323577,0.6672056,353,NA
4030,2.2275523563648654,0.026057254284909882,417.20227571621086,2.984151,100,NA
3560,2.227521387581637,0.02605689202116458,278.1739575,2.6916397,174,NA
1739,2.227093424368703,0.026051885832990302,375.18878427200025,1.5664294,NA,NA
611,2.2258131015461755,0.026036908992038373,233.11316964438,0.66915613,205,NA
2566,2.224507156716932,-0.02602163243236496,144.08101559319442,2.1749456,NA,Massbank:PR310882 Tryptophanol (not validated)
5552,2.216945837201736,0.02593318233386382,884.4158437114718,4.109184,43,NA
2424,2.2073442750711636,-0.025820866075503473,324.1448718674796,2.0968544,NA,histidyltryptophyldiketopiperazine
1777,2.2032088395375586,0.025772490963255228,271.1963395957601,1.5910673,31,NA
6762,2.201448930248592,0.025751904060446883,455.3157068621692,4.9139113,426,NA
1812,2.201334074102024,0.02575056050692333,295.16501022654154,1.5782481,31,NA
4741,2.1994427894051616,0.025728436813116314,330.26401220813864,3.5097375,NA,NA
1993,2.1982007564651593,0.02571390787598251,187.1807392275748,1.7805628,NA,NA
633,2.1975577451690524,0.025706386118389313,203.13922772201633,0.6515911,205,NA
5304,2.1974112487813096,0.025704672446602284,649.2766116460826,3.9451802,256,NA
3756,2.196816428172671,0.02569771440954026,309.1811183023116,2.8214192,NA,NA
386,2.196182656962569,0.0256903007397637,231.19011536569852,0.57326514,456,NA
555,2.195030353467415,0.02567682143136458,233.14953334733983,0.61766714,205,Spectral Match to Ile-Thr from NIST14
6289,2.1923863510255948,0.02564589266609468,445.30396336296934,4.543626,495,NA
1311,2.1921547437565727,0.025643183392175303,266.1383774244667,1.1843768,NA,NA
5352,2.191911921496103,-0.02564034292857452,309.08704980770466,3.9020534,256,NA
379,2.1887456799942737,0.025603305163915534,234.0976015589914,0.52967745,205,NA
2931,2.1886382862867584,0.02560204890381582,586.3194267271795,2.337183,214,NA
8530,2.188628821099133,-0.025601938182826436,321.23995486740506,6.4184957,10,NA
