Feature_ID,VIP_comp_1,Loading,mz,RT,Corr_ID,Compound_Name
7009,2.609553471,0.030507012,396.3110565,5.0384793,NA,"""Candidate Dihydroxylated bile acid (delta mass 3.0112; sirius atomic difference: -1C, 1H, 1N; buddy atomic difference: -1C, 1H, 1N)"""
2032,2.609238439,0.030503329,304.1765642,1.8129731,82,NA
1838,2.608400274,0.030493531,260.1394386,1.63202,NA,NA
3692,2.603202916,-0.030432771,273.1233707,2.76036,509,NA
7291,2.596856947,0.030358583,503.3706202,5.2048883,NA,NA
892,2.59347997,0.030319105,371.1449699,0.9000308,NA,NA
151,2.591393894,0.030294717,246.1812778,0.4300496,NA,NA
3128,2.589323552,-0.030270514,371.1931947,2.4562454,NA,NA
5237,2.575788995,0.030112288,406.1498648,3.7874072,431,NA
4194,2.574666962,0.030099171,366.2027755,3.0954325,NA,NA
3967,2.570985623,0.030056134,305.1611395,2.952042,42,NA
2675,2.567723855,0.030018002,211.116352,2.2994187,214,NA
3989,2.565659884,0.029993874,874.4421882,2.9695606,NA,NA
296,2.561555124,0.029945887,101.0602581,0.45704514,290,Spectral Match to 5-Aminovaleric acid from NIST14
3356,2.552737615,0.029842806,486.2929021,2.583382,NA,NA
4200,2.549306036,0.029802689,468.250178,3.127709,42,NA
3708,2.539304206,0.029685762,539.3234719,2.773274,76,NA
643,2.538652304,0.029678141,357.2494954,0.6061091,388,Spectral Match to Ile-Pro-Lys from NIST14
6872,2.538574059,-0.029677226,435.1788046,4.9482083,169,NA
2892,2.531347782,-0.029592748,511.291302,2.4085321,NA,NA
6980,2.530586669,0.02958385,511.303399,4.8914733,426,NA
1411,2.521782425,0.029480924,247.1289904,1.2422824,184,NA
6279,2.517357215,0.029429191,457.3348752,4.603256,194,NA
1494,2.514934761,-0.029400871,387.1895344,1.3287054,184,NA
707,2.513496671,0.029384059,174.1489863,0.7332885,205,NA
3752,2.507231373,-0.029310814,354.1448205,2.8129525,372,NA
6384,2.50721162,0.029310584,456.3323243,4.622091,194,NA
7117,2.503909247,0.029271977,372.3108661,5.1305585,416,Massbank:RP025402 Tetradecanoyl-L-Carnitine|L-Myristoylcarnitine|(3R)-3-tetradecanoyloxy-4-(trimethylazaniumyl)butanoate
2851,2.503636149,-0.029268784,387.1752548,2.2799892,239,NA
584,2.502249003,0.029252568,276.1440583,0.659819,205,Massbank:PR310825 N-Fructosyl isoleucine
3948,2.497803493,0.029200598,267.1210603,2.8897922,NA,NA
8075,2.497690116,-0.029199272,427.2824936,5.9751377,379,NA
7089,2.497310387,-0.029194833,391.2841566,5.1123614,2,"""Candidate Trihydroxylated bile acid (delta mass -18.0106; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O; spectral library match to CCMSLIB00003135123, Spectral Match to 12-Ketodeoxycholic acid from NIST14)"""
786,2.493131713,0.029145982,306.1456585,0.79752314,205,NA
4156,2.491324195,-0.029124851,535.1451959,3.0587265,NA,NA
1194,2.490304141,0.029112926,142.0864953,1.1363065,175,NA
1295,2.487255592,0.029077287,247.1289718,1.197292,175,Spectral Match to Asp-Leu from NIST14
6718,2.485949971,-0.029062024,281.2475658,4.8582525,191,MoNA:790553 Linoleic acid
785,2.48241988,0.029020755,339.1544498,0.74140024,NA,NA
322,2.47944941,0.028986029,357.2495729,0.43711296,328,NA
8367,2.476940386,-0.028956697,645.5007377,6.1762977,40,NA
250,2.476396394,0.028950338,114.0666177,0.4403851,290,NA
3732,2.474795325,0.02893162,461.2287882,2.8530185,NA,NA
637,2.470384553,0.028880056,494.2104993,0.6870482,NA,NA
3983,2.470378241,0.028879983,271.1524784,2.9745164,NA,NA
7425,2.468801998,-0.028861555,807.5750506,5.387258,422,"""(4R)-4-((5S,7R,9S,10S,12S,13R,14S,17R)-7,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""
2543,2.466268755,-0.028831941,767.3943247,2.1608148,NA,NA
2895,2.4621051,0.028783265,423.2607974,2.3125706,NA,NA
1241,2.460651052,0.028766267,488.3084096,1.1468866,NA,NA
3963,2.449174439,0.028632099,738.7020423,2.9468417,124,NA
4531,2.44703706,0.028607112,197.1175037,3.320708,NA,Loliolide
8128,2.439710063,0.028521456,501.3553909,5.976123,NA,NA
3539,2.437915613,0.028500478,370.1125642,2.6798446,NA,NA
2591,2.436337067,0.028482024,425.1928289,2.1875608,36,NA
6396,2.432002531,0.028431351,411.29369,4.6346545,355,NA
1998,2.422759975,0.028323301,251.089167,1.8193506,NA,NA
7506,2.418680177,-0.028275606,408.3107688,5.4400005,47,"""Candidate Trihydroxylated bile acid (delta mass -0.9841; sirius atomic difference: 1H, 1N, -1O; buddy atomic difference: 1H, 1N, -1O)"""
6993,2.418557264,0.028274169,511.3033582,4.985575,12,NA
3724,2.417726647,0.028264459,246.1701256,2.8176982,9,NA
4500,2.415992872,0.02824419,279.1706489,3.2989728,NA,Spectral Match to Phe-Leu from NIST14
5559,2.409735913,0.028171043,853.4019703,4.0831933,43,NA
3707,2.405997693,0.028127341,441.2239992,2.7259207,NA,NA
7426,2.400527187,-0.028063388,410.3263468,5.363836,422,"""Candidate Dihydroxylated bile acid (delta mass 17.0266; sirius atomic difference: 3H, 1N; buddy atomic difference: 3H, 1N)"""
3995,2.400209467,0.028059674,564.360129,2.970933,NA,NA
8430,2.400054437,-0.028057861,297.2419235,6.2177143,141,Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14
4994,2.396416851,0.028015336,534.3292398,3.658933,256,NA
6852,2.396115364,0.028011812,414.3216111,4.9544406,313,NA
1365,2.395256699,0.028001773,122.0968125,1.2539862,180,"""2,6-Xylidine"""
1822,2.38764269,0.027912762,207.1129556,1.5443285,NA,NA
1382,2.386721427,0.027901992,208.1334278,1.2611333,NA,NA
8263,2.382553767,-0.02785327,483.3445324,6.133875,266,NA
6180,2.380915674,0.027834119,531.329933,4.5346313,NA,NA
8354,2.379295683,-0.027815181,427.3208108,6.230998,40,NA
2978,2.379250604,0.027814654,585.3143698,2.3464422,214,NA
7036,2.372992327,0.027741491,470.3478998,5.0671177,NA,NA
6589,2.372984457,0.027741399,378.2309586,4.7563415,NA,NA
4272,2.366037543,-0.027660187,473.2400296,3.1441991,140,NA
3979,2.365323406,0.027651838,333.132925,2.9581127,NA,NA
562,2.365184471,0.027650214,220.1180726,0.68567765,NA,NA
606,2.36240112,-0.027617675,375.213024,0.664841,NA,NA
4776,2.361495043,0.027607082,651.3605965,3.3524652,391,NA
1819,2.360492783,0.027595365,234.1238696,1.6091596,NA,NA
6682,2.358611234,-0.027573369,595.3485322,4.8287535,110,NA
5111,2.357340299,-0.027558511,591.3179639,3.6793754,230,Spectral Match to Urobilin from NIST14
2938,2.356706113,0.027551097,389.69557,2.3199694,NA,NA
7847,2.35629302,0.027546268,495.308101,5.7517376,NA,NA
8423,2.356177686,-0.02754492,465.3339995,6.3091655,NA,NA
664,2.354605046,0.027526535,194.0814161,0.6725536,205,NA
7427,2.352750008,-0.027504848,357.2785745,5.3582907,422,"""Candidate Dihydroxylated bile acid (delta mass -36.0213; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O; spectral library match to CCMSLIB00005463909, DEOXYCHOLATE)"""
4628,2.349993237,-0.02747262,457.3391949,3.365859,NA,NA
4250,2.349383598,0.027465493,625.3075034,3.1322892,42,NA
3834,2.347955563,0.027448799,385.2199693,2.8628001,NA,NA
7428,2.346793791,-0.027435217,785.5925652,5.359723,422,"""Candidate Dihydroxylated bile acid (delta mass 392.2915; sirius atomic difference: 24C, 40H, 4O; buddy atomic difference: 24C, 40H, 4O; spectral library match to CCMSLIB00003134943, Spectral Match to Deoxycholic acid from NIST14)"""
1366,2.346100639,0.027427114,105.0704373,1.254857,180,NA
4301,2.344148514,-0.027404293,443.2295134,3.169868,140,NA
1743,2.341002459,0.027367514,231.1704689,1.5396878,184,Spectral Match to Leu-Val from NIST14
4946,2.340661024,0.027363522,516.2996015,3.6760452,256,NA
7272,2.339857788,-0.027354132,406.2952459,5.232968,2,"""Candidate Trihydroxylated bile acid (delta mass -2.996; sirius atomic difference: -1H, 1N, -1O; buddy atomic difference: -1H, 1N, -1O)"""
2606,2.339518536,0.027350166,225.1234503,2.143716,127,NA
1093,2.33900234,0.027344131,247.1289542,1.1577369,175,NA
3517,2.338932022,-0.027343309,555.3185798,2.6655965,NA,NA
1579,2.336539033,0.027315334,300.0984596,1.4458704,NA,NA
5334,2.3365268,0.027315191,651.2920228,3.8867662,NA,NA
4099,2.335992601,0.027308946,208.0429907,3.0348942,NA,NA
4605,2.333088754,0.027274998,387.1588969,3.3637402,307,NA
6708,2.321805515,-0.027143092,339.2506762,4.8671107,191,NA
7066,2.321312959,-0.027137333,515.3346931,5.0632973,484,NA
1246,2.320351831,0.027126097,366.2146074,1.123878,NA,NA
1739,2.318405372,0.027103342,375.1887843,1.5664294,NA,NA
6948,2.316817112,-0.027084775,335.2192697,5.014332,212,NA
6535,2.312924227,-0.027039265,400.3061308,4.7005672,NA,NA
2575,2.311600729,0.027023792,272.2335204,2.1715539,NA,NA
6775,2.311057958,0.027017447,513.3194324,4.9029913,426,NA
6008,2.309087431,-0.026994411,297.2426039,4.221363,35,Spectral Match to 9(10)-EpOME from NIST14
3739,2.305366146,0.026950907,308.1842055,2.7442956,NA,NA
7227,2.304750181,-0.026943706,297.2425482,5.1679134,NA,Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14
4841,2.302976276,0.026922968,1043.590235,3.5039306,NA,NA
5953,2.293145135,0.026808037,382.2590473,4.2852283,256,NA
3900,2.292457393,0.026799997,671.4100496,2.9074914,NA,NA
2741,2.29244209,-0.026799818,496.1549389,2.2481465,NA,NA
7538,2.291398319,-0.026787616,599.3693284,5.486778,47,NA
327,2.287528874,0.02674238,137.0710695,0.46024886,290,1-METHYLNICOTINAMIDE - 30.00 eV
5264,2.286221523,0.026727096,888.4831911,3.814571,NA,NA
611,2.285742627,0.026721498,233.1131696,0.66915613,205,NA
1086,2.28446352,0.026706545,199.1079327,1.0361717,175,NA
4287,2.280841031,0.026664196,498.2603902,3.1553278,42,NA
1844,2.276137296,0.026609207,209.1280454,1.6160785,177,NA
871,2.274934608,-0.026595147,357.2139352,0.88751996,NA,NA
1311,2.268778199,0.026523175,266.1383774,1.1843768,NA,NA
5164,2.267323705,0.026506171,381.1811173,3.7197456,44,(Z)-3-(4-hydroxyphenyl)-N-[4-[[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]amino]butyl]prop-2-enamide
3457,2.266482755,0.02649634,598.2878213,2.6369054,331,NA
5051,2.264670467,0.026475154,480.2783181,3.6828034,256,"""Candidate Trihydroxylated bile acid (delta mass 70.9856; buddy atomic difference: 3C, -3H, 5N, -4O, 1S; spectral library match to CCMSLIB00005465562, """"2-((4R)-4-((3R,5S,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-7-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"""")"""
1640,2.261397067,0.026436886,253.1295464,1.4251628,NA,NA
2468,2.259663236,0.026416617,298.0970608,2.118015,82,5'-METHYLTHIOADENOSINE
379,2.25888062,0.026407467,234.0976016,0.52967745,205,NA
2980,2.253500404,-0.02634457,390.1866802,2.3010201,387,NA
7465,2.250362811,0.02630789,424.3419001,5.3962455,NA,NA
2695,2.248081508,0.02628122,356.7088419,2.206613,NA,NA
1240,2.244400858,-0.026238192,458.2364572,1.1344627,175,NA
4374,2.239976376,0.026186467,431.2181459,3.2117996,374,NA
2849,2.238266214,-0.026166474,493.2818335,2.2894003,214,NA
1390,2.237522674,0.026157782,204.1022456,1.266396,NA,NA
1812,2.232879721,0.026103504,295.1650102,1.5782481,31,NA
7093,2.230186194,0.026072015,511.303322,5.030803,12,NA
5370,2.229409838,0.026062939,455.2181826,3.9161294,256,NA
6304,2.226407854,0.026027844,386.2901529,4.5587034,NA,NA
4741,2.225368542,0.026015694,330.2640122,3.5097375,NA,NA
1578,2.221567351,0.025971256,211.1554847,1.4071326,NA,NA
3325,2.221377625,-0.025969038,256.1907509,2.5525239,509,NA
1694,2.219833217,-0.025950983,316.1508871,1.5038002,184,NA
5293,2.218658915,0.025937255,620.3336912,3.839492,262,NA
3970,2.217733966,0.025926442,472.2813263,2.9570882,100,NA
6289,2.208897218,0.025823136,445.3039634,4.543626,495,NA
1552,2.207066546,0.025801734,237.159856,1.3847435,306,NA
2898,2.204222521,-0.025768486,286.1402463,2.3104272,214,NA
7816,2.19863769,-0.025703197,483.344134,5.74717,NA,NA
5304,2.198130329,0.025697265,649.2766116,3.9451802,256,NA
1376,2.197830337,0.025693758,230.048398,1.2430167,NA,NA
633,2.196081024,0.025673308,203.1392277,0.6515911,205,NA
314,2.195598073,0.025667662,266.1238547,0.4614575,205,NA
359,2.194322964,0.025652755,303.1548484,0.5222507,388,NA
618,2.193326366,-0.025641105,160.0969626,0.6672056,353,NA
3723,2.192569545,0.025632257,448.1538403,2.7832246,76,NA
4660,2.191974353,0.025625299,385.2124985,3.3927338,NA,NA
386,2.191462195,0.025619312,231.1901154,0.57326514,456,NA
731,2.188100311,0.025580009,217.1547808,0.7571652,205,Spectral Match to Val-Val from NIST14
7094,2.187071376,-0.025567981,408.3106635,5.1131835,2,"""Candidate Trihydroxylated bile acid (delta mass -0.9846; sirius atomic difference: 1H, 1N, -1O; buddy atomic difference: 1H, 1N, -1O)"""
6344,2.186462531,0.025560863,378.2307749,4.6513853,504,NA
5496,2.185321678,0.025547526,649.2767473,3.9939668,256,NA
8530,2.184851029,-0.025542024,321.2399549,6.4184957,10,NA
6679,2.184141634,-0.02553373,617.3307079,4.826623,110,NA
1130,2.181811374,0.025506489,211.1071151,0.9927956,203,NA
1993,2.178547782,0.025468335,187.1807392,1.7805628,NA,NA
4620,2.178133551,0.025463493,305.1862842,3.367943,307,NA
4315,2.176369021,0.025442865,401.2075141,3.1894908,396,NA
5352,2.173804665,-0.025412886,309.0870498,3.9020534,256,NA
3756,2.173669946,0.025411311,309.1811183,2.8214192,NA,NA
6787,2.172499567,-0.025397629,515.3346108,4.9644933,NA,NA
6762,2.171857229,0.02539012,455.3157069,4.9139113,426,NA
1777,2.169804275,0.025366119,271.1963396,1.5910673,31,NA
3719,2.169022328,0.025356978,458.2656008,2.7815125,292,NA
2566,2.16842645,-0.025350012,144.0810156,2.1749456,NA,Massbank:PR310882 Tryptophanol (not validated)
7520,2.167823247,-0.02534296,582.3425351,5.4537196,47,NA
3331,2.165763265,0.025318878,240.0326428,2.575018,NA,NA
5597,2.165632263,0.025317346,857.9490316,4.053499,436,NA
4545,2.165280425,-0.025313233,395.290676,3.327034,256,NA
442,2.158563543,0.02523471,190.1075732,0.5656482,NA,NA
5940,2.157635708,0.025223863,428.3009207,4.282476,256,NA
3627,2.156522842,0.025210853,287.1384067,2.7205024,370,NA
601,2.154817691,0.025190919,247.128725,0.6340249,NA,NA
3245,2.147993739,-0.025111143,415.1139025,2.48939,NA,NA
555,2.147764463,0.025108463,233.1495333,0.61766714,205,Spectral Match to Ile-Thr from NIST14
2837,2.147367049,0.025103817,745.4480223,2.2744749,NA,NA
654,2.145293235,0.025079573,391.2378497,0.7085889,NA,NA
218,2.145285069,-0.025079477,148.0605649,0.4394826,345,Spectral Match to L-Glutamic acid from NIST14
4030,2.144833823,0.025074202,417.2022757,2.984151,100,NA
1792,2.143315117,0.025056448,384.1150705,1.5835354,184,R-N6-succinyladenosine
7098,2.142635723,-0.025048505,413.2658625,5.1115384,2,NA
2621,2.140789971,0.025026927,348.1552868,2.212912,36,NA
4440,2.13397916,0.024947306,709.3822485,3.262317,NA,NA
202,2.133109468,-0.024937138,222.0197509,0.43815055,518,NA
2504,2.132093824,0.024925265,311.1604071,2.1460433,36,NA
3665,2.131337638,-0.024916425,224.1282764,2.7513483,509,NA
5552,2.130707582,0.024909059,884.4158437,4.109184,43,NA
1415,2.129348118,0.024893166,231.1704736,1.2741156,175,Spectral Match to Leu-Val from NIST14
7617,2.127679077,-0.024873654,313.2735095,5.5673847,437,NA
6547,2.127261868,0.024868777,230.0635431,4.740091,NA,NA
3051,2.126469584,-0.024859515,393.1747038,2.3920693,NA,NA
8618,2.12645129,-0.024859301,300.2895849,6.5027366,NA,Spectral Match to Palmitoyl ethanolamide from NIST14
7507,2.125878619,-0.024852606,409.314129,5.442282,47,NA
4564,2.12379637,0.024828264,255.1586071,3.2940476,256,NA
6625,2.122427357,0.024812259,519.3649911,4.7447896,NA,NA
7440,2.122167627,0.024809223,503.3706167,5.412331,NA,NA
4407,2.121287102,0.024798929,400.1870095,3.261369,NA,NA
5913,2.119629841,-0.024779555,328.248255,4.257995,NA,NA
808,2.119261965,-0.024775254,160.0758271,0.82923347,276,5_hydroxy_tryptophol
7283,2.118246378,0.024763381,419.1838521,5.232254,NA,NA
4310,2.117761569,0.024757714,371.1277482,3.2103248,NA,NA
2811,2.115915203,-0.024736129,210.1126747,2.2572124,214,NA
2424,2.11509645,-0.024726557,324.1448719,2.0968544,NA,histidyltryptophyldiketopiperazine
6005,2.114470058,-0.024719234,355.2454344,4.221711,35,NA
4218,2.108632216,-0.024650987,457.1973023,3.0577378,NA,NA
1644,2.108362936,0.024647839,278.1792602,1.4390047,30,NA
1768,2.106752293,0.02462901,267.1819095,1.5785711,NA,NA
3509,2.106530796,0.02462642,252.1231046,2.69132,232,NA
2931,2.104549955,0.024603263,586.3194267,2.337183,214,NA
1890,2.100513542,-0.024556075,366.17798,1.6870524,229,NA
5457,2.097149135,0.024516744,879.3818683,3.97105,256,NA
4124,2.095326144,0.024495432,600.2921854,3.041399,42,NA
3560,2.090227265,0.024435824,278.1739575,2.6916397,174,NA
766,2.0838531,0.024361306,494.1984914,0.790437,NA,NA
3576,2.082397392,-0.024344288,229.0969929,2.6996086,509,NA
3236,2.081324732,0.024331748,497.3132246,2.4835196,NA,NA
1283,2.079186604,0.024306753,251.0776412,1.1876119,NA,NA
